DATE,CONTENT
20240318,■ (해념요청) 찬밥이한테 손흥민 대입해본 경우 ■
20240318,손뽕아 아무리 민재가 급해도
20240318,여론 ㅈ대긴하노 ㅋㅋㅋ
20240318,한준희 이강인이 골넣고 어시해도 언급도 안함
20240318,음바페 이강인은 ㄹㅇ 둘이 뭔가있다
20240318,파비앙은 왜 이강인 손절박은거냐
20240318,엠창민 인터뷰때마다 느끼는데 완장질 왜이러케 집착하냐?
20240318,사우디 수비수도 못뚫어서 토트넘원툴인새끼가
20240318,이새기 경기중에 왜 애정행각이냐
20240318,시발 음바페 이강인한테 '아들'
20240318,캬 이강인 100억 털리고도 다시 극복해내네 멘탈 세긴하노
20240318,pag는 매각 그림 그리기 시작했다
20240318,똥.
20240318,손흥민 조기축구선수도 못뚫잖아
20240318,"이강인 이번에 깔끔 사과하고, 국대에서 골넣으면 "
20240318,리그에서 팀빨받고 득점이나하세요
20240318,손뽕들 아득바득 까는거 봐라
20240318,강인이 싸패냐...?
20240318,찬밥이한테 한짓보면 창민이 은퇴이후도 생각해서 그짓거리한거임
20240318,이미 외국계정에는 음바페알페스있음
20240318,음바페 미쳐날뛰어서 트레블하면 손뽕들 진짜 죽고싶겠네
20240318,누군 평생해도 무관좆소 누군23살에 빅클럽 트레블각ㅋ
20240318,무관은 손흥민이 만든건데
20240318,이강인 폼 올라왔네
20240318,상식적으로 오퍼가 있었으면 그새끼가
20240318,이강인도 인스타 업로드했었네 미쳤나
20240318,1부리그 드립 안보여서 좋네
20240318,강인이는 근데
20240318,창민이는 국대를 뛰어준다 마인드네
20240318,손뽕은 정신병이 맞는이유........
20240318,손뽕들 근데 찐으로 진지하게 손흥민이 케인급이라고 생각함?
20240318,박지성은 근데 무릎 물은 다 뺀거임?
20240318,무관민 전업
20240318,창견이들 아침부터 혈압약 챙겨야겠노 ㅋㅋㅋㅋㅋㅋㅋ
20240318,음바페 이새끼 ㄹㅇ 게이임?
20240318,7부리그 우승은 안쳐주는거 알지?
20240318,진짜 앰줌마들 열등감이 왜이리 심함?
20240318,근데 흥흥이 손가락 개싸움때 다친게 아니라면?
20240318,누군 평생해도 무관좆소 누군23살에 빅클럽 트레블각ㅋ
20240318,강인이는 라리가라는 나와바리가 있음
20240318,진짜 캡틴과 이강인 사이 좋아보이네
20240318,일본도 이젠 평소에 경기력 좆박아도 월드컵만 되면 귀신같이 살아날듯
20240318,엠창단 개 병신인점ㅋㅋㅋㅋ
20240318,14년 무관은 진짜ㅋㅋ 월클들은 우승 못하려고 기를 써도 우승할텐데
20240318,창민이는 카타르 끝나고 은퇴햇으면 박수받고 떠낫을텐데
20240318,속보) 손흥민 레알마드리드 이적 뉴스.JPG
20240318,역시 유교탈레반 국뽕 틀딱들이 문제였네
20240318,■ 이강인 기사에 손뽕들 화나요 폭격 중ㅋㅋㅋ ■
20240318,음좆 생긴건 한량인데 워크에씩은 좆두급이더라
20240318,찬밥아 탁구실력 보여주마
20240318,누군 평생해도 무관좆소 누군23살에 빅클럽 트레블각ㅋ
20240318,손흥민이 아무리 무관이라도 찬밥이보다는
20240318,풀럼에게 피떡이 되도록 두들겨맞으며
20240318,손흥민은 그냥 구이자같은거야
20240318,이걸 부네 씨발 맹구 매수햇냐?
20240318,황나나 ㅋㅋㅋㅋ
20240318,슨판 나대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,조규성 어김 없이 패널로 득점하네 ㅋㅋㅋㅋㅋ
20240318,쌔발새끼가 아주 즈그집 안방이노
20240318,해축-맨유 리버풀 배l당 확인~!
20240318,조규성이 10골씩 박아대는 덴마크리그는 어떤곳일까
20240318,해버지때문에 엔도 개고기송 대미지 입는구나 ㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,심판 ㅅㅅ
20240318,각포 저새끼 장점이 뭔지 1도 모르겠다
20240318,심판 ㄹㅇ 왜저래
20240318,근데 진짜 리버풀이 결승 가긴 해야함
20240318,와 ㄲㅂㅋㅋㅋ
20240318,아깝노 ㅋㅋㅋㅋ
20240318,시발 뭐하노 ㅋㅋ
20240318,앰토미닠ㅋㅋㅋㅋㅋㅋ
20240318,아 ㅠㅠㅠ 맥장군
20240318,좆씹미니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,잼부차기 가면 엔도 키커로 나온다? 안나온다?
20240318,젖토미니ㅋㅋㅋㅋㅋ
20240318,와 저새기들은 꼭 저런걸 ㅋㅋㅋㅋ
20240318,저걸 시발ㅋㅋㅋㅋㅋ
20240318,앰창미니 씨발ㅋㅋㅋㅋㅋㅋ
20240318,M도 음료수컵 이기고 유관은 아니지 ㅇㅇ
20240318,아 저걸
20240318,아오 그걸 놓치냐;;
20240318,집중안하냐 개놈들아
20240318,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,맥창년아 씨발 넣어야지
20240318,아 저 패스를 ㅅㅂ
20240318,이게 안드가높ㅋㅋㅋㅋ
20240318,맹토미니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,와 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ
20240318,구토미니 ㅅㅂㅋㅋㅋㅋ
20240318,아..
20240318,아 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,구토미니 ㅋㅋㅋㅋㅋ
20240318,엔도저격ㅋㅋ
20240318,아 시발시발시발아ㅋㅋㅋㅋㅋ
20240318,대버지 맨유 레전드 맞네...
20240318,아 씨발 맥토미니야
20240318,맹토미닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,맥토사물ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,손이었으면?
20240318,앰토미니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,와 저걸 ㅌㅋㅋㅋㅋ
20240318,맥토미니 ㄲㅂ
20240318,구토미니 ㅋㅋㅋㅋㅋ
20240318,저걸 시바 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240318,대버지 씹 ㅋㅋ
20240317,무관좆소정치장인(33)
20240317,박지성 버기단들이 개병신이긴 함
20240317,혜리vs한소희 누가 더 이쁘냐
20240317,내일 강바페가 알타마리 쳐부수는 거 구경이나 하쇼
20240317,베르너 쉴드 엄청 많네 ㅋㅋ
20240317,[좆본] 요즘 붕데스 이토우 히로키 센터백으로 나오노 ㅋ
20240317,우승이뭔가요(33)
20240317,잼민이시절 박지성 vs 32살 손흥민
20240317,손까들은 내세울게 없어서 광고많은거 내세움
20240317,개찬밥이 스페인컵 우승도 “벤치”아니셨는지 ㅋㅋ
20240317,쏘니.풀럼. 3대0진이유...이거래.
20240317,손뽕년들 개버릇 남 못준다고
20240317,손까들 손흥민보고 축구못한다면서 빠는게 이강인 ㅅㅂ ㅋㅋㅋ
20240317,손까들이 난리치는 건 손뽕들 때문임
20240317,더쿠 손뽕들 여기 눈팅 엄청하네
20240317,흥민이 세금으로 유학보내주고
20240317,여기 강인맘이 있긴 함? 그새끼 뭐가 좋다고 빨겠음?
20240317,개조센 = 전세계에서 일 제일많이하고 1인당 GDP딸치는 나라
20240317,남탓인터뷰전문(33)
20240317,쿠플 언제까지 이강인 뺄셈이지
20240317,"포항, 무시무시하네."
20240317,"일단 박찬호,석렬이랑 오타니회담거찬다네"
20240317,위약금때문에 긁힌건지 밥줌마들
20240317,창민이 << 이씨발럼 왜 지좆대로 축구팬들이랑 약속을함? ㅋㅋㅋ
20240317,[좆본] 오늘자 붕데스 좆본 깜터백(19) 벤치 데뷔 했노 ㅋ
20240317,개찬밥이 우승경력 꼴랑 컵대회 2개 ㅋㅋㅋ
20240317,손까새끼들 멸망 ㅋㅋㅋ
20240317,음..... 고통을 숨기는 편 (잠시머뭇) 하지만....
20240317,무관좆소정치인(33)
20240317,이지경되도록 토트넘 의료진하고 안쌤 도대체 뭐하냐고!!!!!!!!!
20240317,"박지성, 김연아 후배들이 존경하고 "
20240317,무관의 봄...jpg
20240317,알론소오면 흥흥이는 퇴출이지 ㅋㅋㅋ
20240317,국대는 이제 찬밥이 위주로 가는게 맞다
20240317,창민이 지금 국대 은퇴하면 찬밥이가 ㅈ됨
20240317,난 대스타 위대한 영웅 안정환이 몰디브전에서 1골도 못넣고 혼자 책임
20240317,알론소가 토트넘 맘에 안드는 이유
20240317,가만보면 손줌들은 밥줌들이 세상의 중심임
20240317,스탯 공포 다 쳐발린 손흥민 은퇴하라는데
20240317,어떻게 싸우면 손가락이 이렇게 됨?
20240317,손흥민 인터뷰 한줄요약
20240317,흥미니국대은퇴 빌드업한건대.ㅋㅋㅋ
20240317,??? : 난 고통을 숨기는편
20240317,개찬밥이는 광고도 없잖아 ㅋㅋㅋ
20240317,손흥민 광고 다짤림?
20240317,탁구 멱살 사건의 결말
20240317,손흥민도 국대에서 이강인한테 축구력 좆 발린건데 왜 인정 안하고 있는거야
20240317,죄목: 아시안컵 베스트일레븐
20240317,토튼햄이 사비 알론소 데려와봐라
20240317,토트넘이 진짜 신기한게
20240317,그냥 한국축구는 안보는게 제명에 죽는법임 
20240317,앰창단 방빼라 병신련들
20240317,M줌마 패턴 풀럼이 다른 4대리그 가면 챔스권이라고 함
20240317,운지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,찬밥이 자꾸 찾지 마 찬밥이는 느그 주인이랑 달라 ㅋㅋ
20240317,얘네는 그냥 축구를 못함.jpg
20240317,풀럼 클린시트 ㅋㅋㅋㅋ
20240317,응 1초에 한골 씩 넣으면 됑 ㅇㅇ
20240317,라울 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,시발 폐닭 자만하다 11년만에 쳐지노 씹
20240317,끝내라그냥 씹ㅋㅋ
20240317,와 오늘 손흥민 되게 못하더라 월클얘기도 하지마
20240317,그냥 우승후보 세팀 연속으로 만나는 좃같은 대진이란 소린데ㅋㅋㅋㅋ
20240317,손흥민이 수비 안해서 대패 했네ㅎ
20240317,골박을때빼면 거진 워스트임 이러니 스탯은좋은데 팀은 박살나지 
20240317,응 5초에 한골 씩 넣으면 됑 ㅇㅇ
20240317,케인없는데 뭐 어떡하라고 ?
20240317,풀럼 클린시틐 ㅋㅋㅋㅋㅋ
20240317,하위권한테 삼대떡 ㅋㅋㅋㅋ
20240317,토트넘 첼시때 수비 전술 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,축구는 진짜 씹 하남자새끼들 스포츠네ㅋㅋㅋ
20240317,빌라전은 빌라가 걍 존나 못한거였음 ㅇㅇ 토트넘이 특별히 잘했다기보다
20240317,폐닭 경기 2주뒤에 있는거 맞지??????????
20240317,앰창단 또 찬밥이 찾는다 ㅋㅋ
20240317,닭집보고 우승열쇠 ㅇㅈㄹ떠는데 개병신같은이유
20240317,박문성왈 토트넘이 오늘 쳐발렸네요 ㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,킹ㅋㅋㅋㅋ 멬ㅋㅋㅋㅋ잌ㅋㅋㅋ컼ㅋㅋㅋㅋ
20240317,손흥민 오늘 못한이유 떴다 ㄷㄷ
20240317,응 10초에 한골 씩 넣으면 됑 ㅇㅇ
20240317,찬밥단은 왜 일주일에 경기 많이뛰는걸 자랑스러워함?
20240317,창민이나가도 씹창인건 똑같은데
20240317,앰창민 저 새키
20240317,닭집 남은 일정 존나 험악한데 맹구한테 5위 줄듯함
20240317,승리의 버기단들 출첵박자~~~ ㅋㅋ
20240317,풀럼한테 쳐발리는 팀이 레바뮌이 올려치기니 뭐니 시발ㅋㅋㅋㅋ
20240317,5위도 못할거 같은데?
20240317,베르너 발은 ㅈㄴ 화려한데 슛이 진짜 씹창이네
20240317,쩝시 승 경기종료 ㅋㅋㅋㅋㅋㅋㅋ
20240317,빅클럽에서 입질도 안하는 이유가 있다니까
20240317,벤치따리새기들이 팀빙의해서 뭔 ㅅㅂ ㅋㅋㅋ
20240317,걍 이게 피엘수준임 ㅋㅋㅋㅋㅋ
20240317,시티 4강 드가자ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,이거 보니까 이강인 김민재가 다르게 보이네....
20240317,속이다시원하네
20240317,드라구신이 3번째 센터백이면 다음시즌도 암울함
20240317,일반인도 엑조디아 해주면 10골은 넣음
20240317,무관범인은 케인이 아니라
20240317,응 20초에 한골 씩 넣으면 됑 ㅇㅇ
20240317,진심 손흥민이 레알 맨시티 가능할꺼라봄?????
20240317,드라군이 느리다는 아줌마들 경기 보고 있는거 맞음?
20240317,월드컵에서 개같이 털린거 복수 지대로지
20240317,수미가 진짜 쉬워보이나
20240317,개스날 사스날은 똥이어를 넘지못한다
20240317,찬밥단들아 걍 손흥민이 인기가많은건데 caa가 어쩌고 진짜 ㅋㅋㅋ
20240317,"그래서 이 병신새끼들 가지고 ""황금세대""라한 거임?"
20240317,김민재다이어보다못해짐?
20240317,결국 믿을놈은 이새끼 뿐임 ㅋㅋ
20240317,다이어 깍아내리는애들
20240317,다이어가 막 잘하는건아닌데
20240317,다이어가 뭘잘해 시발아 ㅋㅋㅋ
20240317,축리웹 이악물고 다이어 흠낼려는게 젤웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,뮌헨이 아스날에 대패당할거라는
20240317,다이어 날라다니는거 보면 분데스 수준
20240317,민짜이 토트넘벤치한테 주전밀리네..
20240317,벤짜이 풀타임ㅋㅋㅋㅋㅋㅋㅋ
20240317,짜이단 챔스 왜봄??
20240317,축리웹은 다이어가  못하기를 바라고있네ㅋㄲ
20240317,다이어가 숫각을 막고 있네 ㅇㅇ
20240317,김민재 솔까 이적한다면 이피엘 맹구밖에 갈팀 없어보임
20240317,비니시우스 이 애미뒤진 깜디새낀 좀 처 맞아야될듯
20240317,방금도 다이어 슈팅 허용
20240317,민짜이 박지성 시절 느낌나서 좋긔♥♥♥♥♥♥♥
20240317,짜이어보고 느낀점
20240317,김민재 시즌끝까지 벤치면 쿨리발리처럼될까? 하필 투헬 밑에서 망함 둘다
20240317,짜이단<<<<급하긴하나봄 수미전향하래 ㅋㅋㅋㅋㅋㅋㅋ
20240317,대이어 잘하고 못하고 떠나 염력 수비냐 ㅋㅋ
20240317,아스널이 뮌헨 이겨도 짜이는 안쓰게 생겼다
20240317,Pl중하위권팀중에 동양인없는팀으로 가야지
20240317,다이어가 슛각을 ㅈㄴ잘막음
20240317,대 이 어
20240317,와...찬밥이도 꽤 출전 많이하는디
20240317,아니 김민재 안나오는게 말이됨? 다이어한테 돈받았냐
20240317,티빙 개빡치겠노 ㅋ
20240317,누누이 말하지만 뮌헨은 아스날 만나면 0:5 패배 각오해야됨
20240317,[오피셜] 1부리그 닥주전.jpg
20240317,짜이 성향상 수미가 더 낫지 않냐?
20240317,무수한 손뽕들한테 조리돌림당한 대이어
20240317,민짜이단 멘붕ㅋㅋㅋ 축리웹 ㅈㄴ웃기네ㅋㅋㅋ
20240317,짜이단 : 선발은 둘째치고 교체라도 빨리 해뚜떼요
20240317,대이어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240317,시발 18위 패고 김민재 재평가 ㅋㅋ
20240317,5명 다 썼내 민재 벤치 확정
20240317,EPL <- 도대체 얼마나 수준높은 리그인거냐 ㅇㅇ
20240317,700억짜리 벤치 ㅋㅋㅋ 70억 다이어보다 못하는 병신 ㅋㅋㅋ
20240317,아니 경기 감각을 살려야 나가죠 짜단님들
20240317,4부 김민재 7부 이강인 둘 다 벤치네 이제 임대 가라ㅋ
20240317,해설 씹 국뽕해설이네 토트넘 중계보다 심하노
20240317,짜이어 <~ 다이어 비하발언 아님?
20240317,민재야 라커룸 청소하고 퇴근해라
20240317,헐 손흥민 벤치네??
20240316,찬밥단 논리면 조규성 >> 케인 임 ㅋㅋㅋㅋ
20240316,파리 빅클럽 아님
20240316,흥민이보단 강인이가 더 남자로 괜찮음
20240316,도박한새기들 명단 죽어도 발표 못하는이유
20240316,솔직히 내가 류준열보다 잘생김
20240316,이강인 욕하는 손뽕들은 손 은퇴하면 국대경기안보는거지?
20240316,축구선수 성공하면 만나고싶은 누나들ㅁㅌㅊ?
20240316,손흥민 연봉500억 사우디오퍼
20240316,우승구경전문(33)
20240316,한소희도 그렇고 존예급 여자들 보면 만나는 남자 의외로 평범함
20240316,행여 여적지 붕대 감고 경기나오면 그게 미치ㄴ숵이지
20240316,난 손흥민 국대 은퇴 전까진 이강인 국대 설설 뛰었으면 함.Fact
20240316,손뽕들은 골만 넣으면 빅클럽 가는줄암 ㅋㅋ
20240316,서울 경기 볼거냐??
20240316,음바페가 대통령이잡고 지 고향인데도  버릴정도면..
20240316,근데 이강인을 왤캐 밀어주는 거 같냐
20240316,손뽕들 자꾸 찬밥 짜이단 정치질 하려고하는데
20240316,니들 서울 축구 보는 이유중에 린가드가 몇프로 차지함?
20240316,찬밥단 충격발언 ㅋㅋㅋㅋㅋㅋ
20240316,엠창단 최악의 시나리오
20240316,비틀즈가 담배피던시절에 1부리그 우승한 토트넘
20240316,내가가는곳은무관(33)
20240316,"축구클럽을 성적,규모가 아니라 시청률로 따지는 팬덤"
20240316,국대 플레이보면 흥민이는 이강인 의지하는거 같긴함
20240316,찬줌마들의 망상이 이거인듯ㅋㅋㅋ
20240316,손뽕들은 빅클럽을 골 많이 넣으면 갈 수 있는 줄 암.Fact
20240316,해축 입문하려는데 이피엘팀 추천 좀 해주라
20240316,김민재 또또또 3연속 벤치확정ㅋㅋㅋㅋㅋㅋㅋㅋ
20240316,손흥민 인생되기. Vs. 이승엽 인생 되기
20240316,1부리그출범후 강등한번도 안당해본게 토트넘
20240316,파리가 무슨 빅클럽임? ㅋㅋㅋ
20240316,"""어린이 보호...해제....?"""
20240316,솔직히 파리 무근본이지ㅋㅋㅋ
20240316,반복되는 패턴..해축갤 씹노잼 
20240316,갑자기 짜이단이 자살한게 아니지
20240316,명문은 맨유 첼시고 ㅋㅋㅋㅋㅋ
20240316,슬슬 그리운새끼..jpg
20240316,손흥민은 그냥 축구를 못함
20240316,토트넘은 콘서트홀 대관 해주는 회사 아님?
20240316,트로피 0 = 노비
20240316,나도 월드컵전까진 손뽕이었음
20240316,명문가느낌
20240316,Uefa랭킹과 전국대학순위로 본 뮌파토 위치
20240316,토트넘은 이화여대가 맞음
